"","From","FromAnno","To","ToAnno","Jaccard","Cor"
"69","hsa:22987","SV2C; synaptic vesicle glycoprotein 2C; K06258 MFS transporter, VNT family, synaptic vesicle glycoprotein 2 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.73","0.11"
"70","hsa:22987","SV2C; synaptic vesicle glycoprotein 2C; K06258 MFS transporter, VNT family, synaptic vesicle glycoprotein 2 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.73","0.11"
"71","hsa:2956","MSH6, GTBP, GTMBP, HNPCC5, HSAP, p160; mutS homolog 6; K08737 DNA mismatch repair protein MSH6 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.86","0.21"
"72","hsa:2956","MSH6, GTBP, GTMBP, HNPCC5, HSAP, p160; mutS homolog 6; K08737 DNA mismatch repair protein MSH6 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.86","0.18"
"73","hsa:100144748","KLLN, CWS4, KILLIN; killin, p53-regulated DNA replication inhibitor (A)","hsa:4509","ATP8, ATPase8, MTATP8, MT-ATP8; ATP synthase F0 subunit 8; K02125 F-type H+-transporting ATPase subunit 8 [EC:3.6.3.14] (A)","0.57","0.72"
"74","hsa:389396","GLYATL3, C6orf140, bA28H17.2; glycine-N-acyltransferase-like 3 (EC:2.3.1.-) (A)","hsa:9551","ATP5J2, ATP5JL; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 (EC:3.6.1.14); K02130 F-type H+-transporting ATPase subunit f [EC:3.6.3.14] (A)","0.81","0.89"
"75","hsa:148867","SLC30A7, ZNT7, ZnT-7, ZnTL2; solute carrier family 30 (zinc transporter), member 7; K14692 solute carrier family 30 (zinc transporter), member 5/7 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.75","0.15"
"76","hsa:148867","SLC30A7, ZNT7, ZnT-7, ZnTL2; solute carrier family 30 (zinc transporter), member 7; K14692 solute carrier family 30 (zinc transporter), member 5/7 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.74","0.09"
"77","hsa:1742","DLG4, PSD95, SAP-90, SAP90; discs, large homolog 4 (Drosophila); K11828 discs large protein 4 (A)","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","0.91","0.65"
"78","hsa:1742","DLG4, PSD95, SAP-90, SAP90; discs, large homolog 4 (Drosophila); K11828 discs large protein 4 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.87","0.16"
"79","hsa:1742","DLG4, PSD95, SAP-90, SAP90; discs, large homolog 4 (Drosophila); K11828 discs large protein 4 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.86","0.14"
"80","hsa:2059","EPS8; epidermal growth factor receptor pathway substrate 8; K17277 epidermal growth factor receptor kinase substrate 8 (A)","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","0.83","0.89"
"81","hsa:260425","MAGI3, MAGI-3, RP4-730K3.1, dJ730K3.2; membrane associated guanylate kinase, WW and PDZ domain containing 3; K06112 membrane-associated guanylate kinase-related (A)","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","0.86","0.55"
"82","hsa:260425","MAGI3, MAGI-3, RP4-730K3.1, dJ730K3.2; membrane associated guanylate kinase, WW and PDZ domain containing 3; K06112 membrane-associated guanylate kinase-related (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.81","0.17"
"83","hsa:260425","MAGI3, MAGI-3, RP4-730K3.1, dJ730K3.2; membrane associated guanylate kinase, WW and PDZ domain containing 3; K06112 membrane-associated guanylate kinase-related (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.81","0.15"
"84","hsa:2895","GRID2, GluD2; glutamate receptor, ionotropic, delta 2; K05207 glutamate receptor delta-2 subunit (A)","hsa:513","ATP5D; ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit (EC:3.6.1.14); K02134 F-type H+-transporting ATPase subunit delta [EC:3.6.3.14] (A)","0.37","0.24"
"85","hsa:2180","ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2; acyl-CoA synthetase long-chain family member 1 (EC:6.2.1.3); K01897 long-chain acyl-CoA synthetase [EC:6.2.1.3] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.9","0.24"
"86","hsa:2180","ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2; acyl-CoA synthetase long-chain family member 1 (EC:6.2.1.3); K01897 long-chain acyl-CoA synthetase [EC:6.2.1.3] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.9","0.25"
"87","hsa:116449","CLNK, MIST; cytokine-dependent hematopoietic cell linker (A)","hsa:522","ATP5J, ATP5, ATP5A, ATPM, CF6, F6; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (EC:3.6.1.14); K02131 F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14] (A)","0.95","0.97"
"88","hsa:126","ADH1C, ADH3; alcohol dehydrogenase 1C (class I), gamma polypeptide (EC:1.1.1.1); K13951 alcohol dehydrogenase 1/7 [EC:1.1.1.1] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.85","0.17"
"89","hsa:126","ADH1C, ADH3; alcohol dehydrogenase 1C (class I), gamma polypeptide (EC:1.1.1.1); K13951 alcohol dehydrogenase 1/7 [EC:1.1.1.1] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.85","0.15"
"90","hsa:3294","HSD17B2, EDH17B2, HSD17, SDR9C2; hydroxysteroid (17-beta) dehydrogenase 2 (EC:1.1.1.62 1.1.1.239); K13368 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.97","0.36"
"91","hsa:3294","HSD17B2, EDH17B2, HSD17, SDR9C2; hydroxysteroid (17-beta) dehydrogenase 2 (EC:1.1.1.62 1.1.1.239); K13368 17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.96","0.29"
"92","hsa:159963","SLC5A12, SMCT2; solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12; K14388 solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.62","0.11"
"93","hsa:159963","SLC5A12, SMCT2; solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12; K14388 solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.62","0.06"
"94","hsa:4076","CAPRIN1, GPIAP1, GPIP137, M11S1, RNG105, p137GPI; cell cycle associated protein 1 (A)","hsa:522","ATP5J, ATP5, ATP5A, ATPM, CF6, F6; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6 (EC:3.6.1.14); K02131 F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14] (A)","0.9","0.94"
"95","hsa:3960","LGALS4, GAL4, L36LBP; lectin, galactoside-binding, soluble, 4; K10091 galectin-4 (A)","hsa:9551","ATP5J2, ATP5JL; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 (EC:3.6.1.14); K02130 F-type H+-transporting ATPase subunit f [EC:3.6.3.14] (A)","0.91","0.95"
"96","hsa:3735","KARS, CMTRIB, DFNB89, KARS1, KARS2, KRS; lysyl-tRNA synthetase (EC:6.1.1.6); K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.99","0.64"
"97","hsa:3735","KARS, CMTRIB, DFNB89, KARS1, KARS2, KRS; lysyl-tRNA synthetase (EC:6.1.1.6); K04567 lysyl-tRNA synthetase, class II [EC:6.1.1.6] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.99","0.49"
"98","hsa:3908","LAMA2, LAMM; laminin, alpha 2; K05637 laminin, alpha 1/2 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.72","0.14"
"99","hsa:3908","LAMA2, LAMM; laminin, alpha 2; K05637 laminin, alpha 1/2 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.71","0.06"
"100","hsa:140596","DEFB104A, BD-4, DEFB-4, DEFB104, DEFB4, hBD-4; defensin, beta 104A (A)","hsa:4509","ATP8, ATPase8, MTATP8, MT-ATP8; ATP synthase F0 subunit 8; K02125 F-type H+-transporting ATPase subunit 8 [EC:3.6.3.14] (A)","0.5","0.67"
"101","hsa:3292","HSD17B1, EDH17B2, EDHB17, HSD17, SDR28C1; hydroxysteroid (17-beta) dehydrogenase 1 (EC:1.1.1.62); K00044 17beta-estradiol 17-dehydrogenase [EC:1.1.1.62] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.97","0.44"
"102","hsa:3292","HSD17B1, EDH17B2, EDHB17, HSD17, SDR28C1; hydroxysteroid (17-beta) dehydrogenase 1 (EC:1.1.1.62); K00044 17beta-estradiol 17-dehydrogenase [EC:1.1.1.62] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.96","0.3"
"103","hsa:1811","SLC26A3, CLD, DRA; solute carrier family 26 (anion exchanger), member 3; K14078 solute carrier family 26 (chloride anion exchanger), member 3 (A)","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","0.74","0.46"
"104","hsa:1811","SLC26A3, CLD, DRA; solute carrier family 26 (anion exchanger), member 3; K14078 solute carrier family 26 (chloride anion exchanger), member 3 (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.7","0.4"
"105","hsa:374291","NDUFS7, CI-20, CI-20KD, MY017, PSST; NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) (EC:1.6.5.3 1.6.99.3); K03940 NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.76","0.1"
"106","hsa:374291","NDUFS7, CI-20, CI-20KD, MY017, PSST; NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) (EC:1.6.5.3 1.6.99.3); K03940 NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.76","0.05"
"107","hsa:25996","REXO2, REX2, RFN, SFN; RNA exonuclease 2; K13288 oligoribonuclease [EC:3.1.-.-] (A)","hsa:539","ATP5O, ATPO, OSCP; ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (EC:3.6.3.14); K02137 F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14] (A)","0.54","0.33"
"108","hsa:25996","REXO2, REX2, RFN, SFN; RNA exonuclease 2; K13288 oligoribonuclease [EC:3.1.-.-] (A)","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","0.54","0.34"
"109","hsa:25996","REXO2, REX2, RFN, SFN; RNA exonuclease 2; K13288 oligoribonuclease [EC:3.1.-.-] (A)","hsa:513","ATP5D; ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit (EC:3.6.1.14); K02134 F-type H+-transporting ATPase subunit delta [EC:3.6.3.14] (A)","0.54","0.36"
"110","hsa:27429","HTRA2, OMI, PARK13, PRSS25; HtrA serine peptidase 2 (EC:3.4.21.108); K08669 HtrA serine peptidase 2 [EC:3.4.21.108] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.88","0.25"
"111","hsa:27429","HTRA2, OMI, PARK13, PRSS25; HtrA serine peptidase 2 (EC:3.4.21.108); K08669 HtrA serine peptidase 2 [EC:3.4.21.108] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.87","0.2"
"112","hsa:137872","ADHFE1, ADH8, HOT; alcohol dehydrogenase, iron containing, 1 (EC:1.1.99.24); K11173 hydroxyacid-oxoacid transhydrogenase [EC:1.1.99.24] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.67","0.11"
"113","hsa:137872","ADHFE1, ADH8, HOT; alcohol dehydrogenase, iron containing, 1 (EC:1.1.99.24); K11173 hydroxyacid-oxoacid transhydrogenase [EC:1.1.99.24] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.67","0.11"
"114","hsa:6382","SDC1, CD138, SDC, SYND1, syndecan; syndecan 1; K06257 syndecan 1 (A)","hsa:9551","ATP5J2, ATP5JL; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 (EC:3.6.1.14); K02130 F-type H+-transporting ATPase subunit f [EC:3.6.3.14] (A)","0.93","0.96"
"115","hsa:360030","NANOGNB; NANOG neighbor homeobox (A)","hsa:4509","ATP8, ATPase8, MTATP8, MT-ATP8; ATP synthase F0 subunit 8; K02125 F-type H+-transporting ATPase subunit 8 [EC:3.6.3.14] (A)","0.38","0.54"
"116","hsa:2023","ENO1, ENO1L1, MPB1, NNE, PPH; enolase 1, (alpha) (EC:4.2.1.11); K01689 enolase [EC:4.2.1.11] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.98","0.5"
"117","hsa:2023","ENO1, ENO1L1, MPB1, NNE, PPH; enolase 1, (alpha) (EC:4.2.1.11); K01689 enolase [EC:4.2.1.11] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.98","0.51"
"118","hsa:3309","HSPA5, BIP, GRP78, MIF2; heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa); K09490 heat shock 70kDa protein 5 (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.95","0.07"
"119","hsa:3309","HSPA5, BIP, GRP78, MIF2; heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa); K09490 heat shock 70kDa protein 5 (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.95","0.06"
"120","hsa:318","NUDT2, APAH1; nudix (nucleoside diphosphate linked moiety X)-type motif 2 (EC:3.6.1.17); K01518 bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.58","0.09"
"121","hsa:318","NUDT2, APAH1; nudix (nucleoside diphosphate linked moiety X)-type motif 2 (EC:3.6.1.17); K01518 bis(5'-nucleosidyl)-tetraphosphatase [EC:3.6.1.17] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.58","0.08"
"122","hsa:30851","TAX1BP3, TIP-1; Tax1 (human T-cell leukemia virus type I) binding protein 3 (A)","hsa:9551","ATP5J2, ATP5JL; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2 (EC:3.6.1.14); K02130 F-type H+-transporting ATPase subunit f [EC:3.6.3.14] (A)","0.92","0.95"
"123","hsa:4763","NF1, NFNS, VRNF, WSS; neurofibromin 1; K08052 neurofibromin 1 (A)","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","0.83","0.89"
"124","hsa:4660","PPP1R12B, MYPT2, PP1bp55; protein phosphatase 1, regulatory subunit 12B (EC:3.1.3.53); K12329 protein phosphatase 1 regulatory subunit 12B (A)","hsa:509","ATP5C1, ATP5C, ATP5CL1; ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (EC:3.6.1.14); K02136 F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14] (A)","0.62","0.29"
"125","hsa:374569","ASPG, C14orf76, GPA/WT; asparaginase homolog (S. cerevisiae) (EC:3.1.1.5 3.1.1.47 3.5.1.1); K13278 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.82","0.22"
"126","hsa:374569","ASPG, C14orf76, GPA/WT; asparaginase homolog (S. cerevisiae) (EC:3.1.1.5 3.1.1.47 3.5.1.1); K13278 60kDa lysophospholipase [EC:3.1.1.5 3.1.1.47 3.5.1.1] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.81","0.12"
"127","hsa:23034","SAMD4A, SAMD4, SMAUG, SMAUG1, SMG, SMGA; sterile alpha motif domain containing 4A (A)","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","0.89","0.93"
"128","hsa:2017","CTTN, EMS1; cortactin; K06106 cortactin (A)","hsa:515","ATP5F1, PIG47; ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1; K02127 F-type H+-transporting ATPase subunit b [EC:3.6.3.14] (A)","0.84","0.89"
"129","hsa:440","ASNS, TS11; asparagine synthetase (glutamine-hydrolyzing) (EC:6.3.5.4); K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (A)","hsa:498","ATP5A1, ATP5A, ATP5AL2, ATPM, MC5DN4, MOM2, OMR, ORM, hATP1; ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle; K02132 F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14] (A)","0.76","0.16"
"130","hsa:440","ASNS, TS11; asparagine synthetase (glutamine-hydrolyzing) (EC:6.3.5.4); K01953 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (A)","hsa:506","ATP5B, ATPMB, ATPSB; ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14] (A)","0.76","0.12"
